2022-12-15 20:17:30,208 INFO    StreamThr :20771 [internal.py:wandb_internal():88] W&B internal server running at pid: 20771, started at: 2022-12-15 20:17:30.207408
2022-12-15 20:17:30,209 DEBUG   HandlerThread:20771 [handler.py:handle_request():139] handle_request: status
2022-12-15 20:17:30,211 DEBUG   SenderThread:20771 [sender.py:send_request():317] send_request: status
2022-12-15 20:17:30,212 DEBUG   SenderThread:20771 [sender.py:send():303] send: header
2022-12-15 20:17:30,212 INFO    WriterThread:20771 [datastore.py:open_for_write():75] open: /media/breeze/dev/Mf_Cls/wandb/run-20221215_201730-azt52dwd/run-azt52dwd.wandb
2022-12-15 20:17:30,254 DEBUG   SenderThread:20771 [sender.py:send():303] send: run
2022-12-15 20:17:30,256 INFO    SenderThread:20771 [sender.py:_maybe_setup_resume():593] checking resume status for None/U-Net/azt52dwd
2022-12-15 20:17:32,009 DEBUG   HandlerThread:20771 [handler.py:handle_request():139] handle_request: check_version
2022-12-15 20:17:32,020 INFO    SenderThread:20771 [dir_watcher.py:__init__():216] watching files in: /media/breeze/dev/Mf_Cls/wandb/run-20221215_201730-azt52dwd/files
2022-12-15 20:17:32,020 INFO    SenderThread:20771 [sender.py:_start_run_threads():928] run started: azt52dwd with start time 1671106650.205261
2022-12-15 20:17:32,020 DEBUG   SenderThread:20771 [sender.py:send():303] send: summary
2022-12-15 20:17:32,021 INFO    SenderThread:20771 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 20:17:32,022 DEBUG   SenderThread:20771 [sender.py:send_request():317] send_request: check_version
2022-12-15 20:17:32,317 DEBUG   HandlerThread:20771 [handler.py:handle_request():139] handle_request: run_start
2022-12-15 20:17:32,332 DEBUG   HandlerThread:20771 [system_info.py:__init__():31] System info init
2022-12-15 20:17:32,332 DEBUG   HandlerThread:20771 [system_info.py:__init__():46] System info init done
2022-12-15 20:17:32,333 INFO    HandlerThread:20771 [system_monitor.py:start():150] Starting system monitor
2022-12-15 20:17:32,333 INFO    SystemMonitor:20771 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-15 20:17:32,333 INFO    HandlerThread:20771 [system_monitor.py:probe():168] Collecting system info
2022-12-15 20:17:32,334 INFO    SystemMonitor:20771 [interfaces.py:start():168] Started cpu
2022-12-15 20:17:32,335 INFO    SystemMonitor:20771 [interfaces.py:start():168] Started disk
2022-12-15 20:17:32,336 INFO    SystemMonitor:20771 [interfaces.py:start():168] Started gpu
2022-12-15 20:17:32,337 INFO    SystemMonitor:20771 [interfaces.py:start():168] Started memory
2022-12-15 20:17:32,338 INFO    SystemMonitor:20771 [interfaces.py:start():168] Started network
2022-12-15 20:17:32,364 DEBUG   HandlerThread:20771 [system_info.py:probe():195] Probing system
2022-12-15 20:17:32,378 DEBUG   HandlerThread:20771 [system_info.py:_probe_git():180] Probing git
2022-12-15 20:17:32,414 DEBUG   HandlerThread:20771 [system_info.py:_probe_git():188] Probing git done
2022-12-15 20:17:32,415 DEBUG   HandlerThread:20771 [system_info.py:probe():241] Probing system done
2022-12-15 20:17:32,415 DEBUG   HandlerThread:20771 [system_monitor.py:probe():177] {'os': 'Linux-5.15.0-56-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2022-12-15T12:17:32.364786', 'startedAt': '2022-12-15T12:17:30.162334', 'docker': None, 'cuda': '11.0.207', 'args': (), 'state': 'running', 'program': '/media/breeze/dev/Mf_Cls/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/Breezewrf/Mf_Cls.git', 'commit': '4bb7823ab295acc2520530d0b895d392abdfec47'}, 'email': '578450426@qq.com', 'root': '/media/breeze/dev/Mf_Cls', 'host': 'breeze-Ubuntu', 'username': 'breeze', 'executable': '/media/breeze/dev/Mf_Cls/venv/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1957.8615, 'min': 400.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 1700.075, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}], 'disk': {'total': 70.03250503540039, 'used': 46.3202018737793}, 'gpu': 'NVIDIA GeForce MX150', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce MX150', 'memory_total': 2147483648}], 'memory': {'total': 15.507335662841797}}
2022-12-15 20:17:32,416 INFO    HandlerThread:20771 [system_monitor.py:probe():178] Finished collecting system info
2022-12-15 20:17:32,416 INFO    HandlerThread:20771 [system_monitor.py:probe():181] Publishing system info
2022-12-15 20:17:32,416 DEBUG   HandlerThread:20771 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-15 20:17:32,417 DEBUG   HandlerThread:20771 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-15 20:17:32,419 INFO    HandlerThread:20771 [system_monitor.py:probe():183] Finished publishing system info
2022-12-15 20:17:32,427 DEBUG   SenderThread:20771 [sender.py:send():303] send: files
2022-12-15 20:17:32,428 INFO    SenderThread:20771 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-15 20:17:32,442 DEBUG   HandlerThread:20771 [handler.py:handle_request():139] handle_request: stop_status
2022-12-15 20:17:32,442 DEBUG   SenderThread:20771 [sender.py:send_request():317] send_request: stop_status
