2022-12-15 14:51:41,175 INFO    StreamThr :29945 [internal.py:wandb_internal():88] W&B internal server running at pid: 29945, started at: 2022-12-15 14:51:41.174359
2022-12-15 14:51:41,177 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: status
2022-12-15 14:51:41,181 DEBUG   SenderThread:29945 [sender.py:send_request():317] send_request: status
2022-12-15 14:51:41,183 DEBUG   SenderThread:29945 [sender.py:send():303] send: header
2022-12-15 14:51:41,183 INFO    WriterThread:29945 [datastore.py:open_for_write():75] open: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/run-3caiuvzi.wandb
2022-12-15 14:51:41,229 DEBUG   SenderThread:29945 [sender.py:send():303] send: run
2022-12-15 14:51:41,231 INFO    SenderThread:29945 [sender.py:_maybe_setup_resume():593] checking resume status for None/U-Net/3caiuvzi
2022-12-15 14:51:42,969 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: check_version
2022-12-15 14:51:42,976 INFO    SenderThread:29945 [dir_watcher.py:__init__():216] watching files in: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files
2022-12-15 14:51:42,976 INFO    SenderThread:29945 [sender.py:_start_run_threads():928] run started: 3caiuvzi with start time 1671087101.170313
2022-12-15 14:51:42,976 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:42,977 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:42,977 DEBUG   SenderThread:29945 [sender.py:send_request():317] send_request: check_version
2022-12-15 14:51:43,249 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: run_start
2022-12-15 14:51:43,258 DEBUG   HandlerThread:29945 [system_info.py:__init__():31] System info init
2022-12-15 14:51:43,258 DEBUG   HandlerThread:29945 [system_info.py:__init__():46] System info init done
2022-12-15 14:51:43,258 INFO    HandlerThread:29945 [system_monitor.py:start():150] Starting system monitor
2022-12-15 14:51:43,258 INFO    SystemMonitor:29945 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-15 14:51:43,258 INFO    HandlerThread:29945 [system_monitor.py:probe():168] Collecting system info
2022-12-15 14:51:43,259 INFO    SystemMonitor:29945 [interfaces.py:start():168] Started cpu
2022-12-15 14:51:43,260 INFO    SystemMonitor:29945 [interfaces.py:start():168] Started disk
2022-12-15 14:51:43,260 INFO    SystemMonitor:29945 [interfaces.py:start():168] Started gpu
2022-12-15 14:51:43,261 INFO    SystemMonitor:29945 [interfaces.py:start():168] Started memory
2022-12-15 14:51:43,261 INFO    SystemMonitor:29945 [interfaces.py:start():168] Started network
2022-12-15 14:51:43,284 DEBUG   HandlerThread:29945 [system_info.py:probe():195] Probing system
2022-12-15 14:51:43,293 DEBUG   HandlerThread:29945 [system_info.py:_probe_git():180] Probing git
2022-12-15 14:51:43,317 DEBUG   HandlerThread:29945 [system_info.py:_probe_git():188] Probing git done
2022-12-15 14:51:43,317 DEBUG   HandlerThread:29945 [system_info.py:probe():241] Probing system done
2022-12-15 14:51:43,317 DEBUG   HandlerThread:29945 [system_monitor.py:probe():177] {'os': 'Linux-5.15.0-56-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2022-12-15T06:51:43.284743', 'startedAt': '2022-12-15T06:51:41.122091', 'docker': None, 'cuda': '11.0.207', 'args': (), 'state': 'running', 'program': '/media/breeze/dev/Mf_Cls/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/Breezewrf/Mf_Cls.git', 'commit': '4bb7823ab295acc2520530d0b895d392abdfec47'}, 'email': '578450426@qq.com', 'root': '/media/breeze/dev/Mf_Cls', 'host': 'breeze-Ubuntu', 'username': 'breeze', 'executable': '/media/breeze/dev/Mf_Cls/venv/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2225.89875, 'min': 400.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 2901.256, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}, {'current': 1800.0, 'min': 400.0, 'max': 3400.0}], 'disk': {'total': 70.03250503540039, 'used': 46.27277374267578}, 'gpu': 'NVIDIA GeForce MX150', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce MX150', 'memory_total': 2147483648}], 'memory': {'total': 15.507335662841797}}
2022-12-15 14:51:43,317 INFO    HandlerThread:29945 [system_monitor.py:probe():178] Finished collecting system info
2022-12-15 14:51:43,317 INFO    HandlerThread:29945 [system_monitor.py:probe():181] Publishing system info
2022-12-15 14:51:43,318 DEBUG   HandlerThread:29945 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-15 14:51:43,318 DEBUG   HandlerThread:29945 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-15 14:51:43,319 INFO    HandlerThread:29945 [system_monitor.py:probe():183] Finished publishing system info
2022-12-15 14:51:43,325 DEBUG   SenderThread:29945 [sender.py:send():303] send: files
2022-12-15 14:51:43,325 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-15 14:51:43,332 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: stop_status
2022-12-15 14:51:43,333 DEBUG   SenderThread:29945 [sender.py:send_request():317] send_request: stop_status
2022-12-15 14:51:43,880 DEBUG   SenderThread:29945 [sender.py:send():303] send: telemetry
2022-12-15 14:51:43,880 DEBUG   SenderThread:29945 [sender.py:send():303] send: config
2022-12-15 14:51:43,978 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_created():275] file/dir created: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:51:43,978 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_created():275] file/dir created: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/wandb-summary.json
2022-12-15 14:51:43,979 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_created():275] file/dir created: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/wandb-metadata.json
2022-12-15 14:51:43,979 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_created():275] file/dir created: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/requirements.txt
2022-12-15 14:51:44,526 INFO    Thread-16 :29945 [upload_job.py:push():143] Uploaded file /tmp/tmpzoppu781wandb/3ucwg3kb-wandb-metadata.json
2022-12-15 14:51:45,084 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:45,085 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:45,085 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:45,087 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:45,489 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:45,489 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:45,490 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:45,490 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:45,982 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:51:45,983 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/wandb-summary.json
2022-12-15 14:51:46,095 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:46,095 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:46,096 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:46,096 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:46,568 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:46,569 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:46,569 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:46,570 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:46,983 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:51:46,983 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/wandb-summary.json
2022-12-15 14:51:47,009 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:47,010 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:47,010 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:47,010 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:47,448 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:47,448 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:47,449 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:47,451 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:47,984 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:51:47,984 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/wandb-summary.json
2022-12-15 14:51:48,027 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:48,028 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:48,028 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:48,029 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:48,385 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:48,386 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:48,386 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:48,387 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:48,955 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:48,956 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:48,956 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:48,957 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:48,985 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:51:48,985 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/wandb-summary.json
2022-12-15 14:51:49,389 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:49,390 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:49,390 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:49,391 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:49,781 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:49,782 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:49,782 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:49,785 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:49,986 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:51:49,986 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/wandb-summary.json
2022-12-15 14:51:50,297 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:50,298 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:50,298 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:50,299 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:50,849 DEBUG   HandlerThread:29945 [handler.py:handle_request():139] handle_request: partial_history
2022-12-15 14:51:50,850 DEBUG   SenderThread:29945 [sender.py:send():303] send: history
2022-12-15 14:51:50,850 DEBUG   SenderThread:29945 [sender.py:send():303] send: summary
2022-12-15 14:51:50,851 INFO    SenderThread:29945 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-15 14:51:50,987 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:51:50,988 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/wandb-summary.json
2022-12-15 14:51:51,989 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:51:52,992 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/output.log
2022-12-15 14:52:13,044 INFO    Thread-13 :29945 [dir_watcher.py:_on_file_modified():292] file/dir modified: /media/breeze/dev/Mf_Cls/wandb/run-20221215_145141-3caiuvzi/files/config.yaml
2022-12-15 14:52:43,262 DEBUG   SystemMonitor:29945 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-15 14:52:43,265 DEBUG   SenderThread:29945 [sender.py:send():303] send: stats
2022-12-15 14:53:13,267 DEBUG   SenderThread:29945 [sender.py:send():303] send: stats
2022-12-15 14:53:43,267 DEBUG   SenderThread:29945 [sender.py:send():303] send: stats
2022-12-15 14:54:13,269 DEBUG   SenderThread:29945 [sender.py:send():303] send: stats
2022-12-15 14:54:43,271 DEBUG   SenderThread:29945 [sender.py:send():303] send: stats
